'73'	'38'	'4935'	'1'
'59'	'38'	'3916'	'3'
'62'	'38'	'2161'	'2'
'4'	'38'	'3412'	'6'
'9'	'38'	'6082'	'7'
'30'	'39'	'299'	'3'
'50'	'39'	'1272'	'3'
'20'	'39'	'885'	'1'
'14'	'40'	'3068'	'1'
'20'	'40'	'1921'	'1'
'86'	'40'	'4290'	'5'
'46'	'40'	'4079'	'1'
'91'	'40'	'2375'	'5'
'85'	'40'	'5810'	'6'
'28'	'40'	'300'	'6'
'75'	'41'	'668'	'1'
'70'	'41'	'2055'	'1'
'97'	'41'	'2808'	'2'
'47'	'41'	'1054'	'4'
'72'	'42'	'5181'	'9'
'79'	'42'	'2340'	'9'
'12'	'42'	'1678'	'2'
'74'	'42'	'6787'	'4'
'18'	'42'	'5136'	'8'
'73'	'42'	'7572'	'3'
'51'	'42'	'2261'	'7'
'26'	'42'	'847'	'7'
'56'	'42'	'1246'	'5'
'51'	'43'	'3966'	'1'
'75'	'43'	'535'	'4'
'32'	'43'	'5264'	'6'
'39'	'43'	'3382'	'3'
'36'	'43'	'2816'	'2'
'27'	'43'	'4548'	'1'
'1'	'44'	'5489'	'6'
'94'	'44'	'3036'	'1'
'89'	'44'	'5827'	'1'
'15'	'44'	'1928'	'5'
'24'	'44'	'4242'	'3'
'7'	'44'	'5307'	'2'
'18'	'45'	'5282'	'8'
'20'	'45'	'2577'	'3'
'87'	'45'	'8627'	'2'
'53'	'45'	'4691'	'5'
'32'	'45'	'3084'	'1'
'80'	'45'	'3441'	'5'
'12'	'45'	'5101'	'5'
'79'	'45'	'1080'	'4'
'99'	'45'	'5961'	'4'
'51'	'46'	'2735'	'4'
'67'	'46'	'2630'	'2'
'30'	'46'	'1421'	'3'
'35'	'46'	'641'	'4'
'74'	'47'	'912'	'4'
'67'	'47'	'1799'	'2'
'58'	'47'	'1030'	'4'
'15'	'47'	'3711'	'4'
'49'	'48'	'2779'	'3'
'29'	'48'	'2597'	'3'
'57'	'48'	'3891'	'2'
'46'	'48'	'2579'	'4'
'35'	'49'	'6712'	'1'
'60'	'49'	'3386'	'4'
'96'	'49'	'5313'	'8'
'30'	'49'	'4997'	'3'
'88'	'49'	'5766'	'8'
'56'	'49'	'6328'	'4'
'22'	'49'	'1663'	'7'
'27'	'49'	'4161'	'3'
'46'	'49'	'4021'	'5'
'27'	'50'	'446'	'3'
'80'	'50'	'3541'	'5'
'2'	'50'	'3454'	'4'
'55'	'50'	'3430'	'3'
'7'	'50'	'677'	'5'
'88'	'51'	'2401'	'4'
'71'	'51'	'1850'	'4'
'35'	'51'	'3238'	'1'
'34'	'51'	'2949'	'4'
'82'	'52'	'362'	'1'
'69'	'53'	'779'	'3'
'25'	'53'	'1449'	'2'
'90'	'53'	'2257'	'3'
'23'	'54'	'83'	'3'
'21'	'54'	'912'	'3'
'13'	'54'	'2967'	'4'
'88'	'54'	'3842'	'1'
'23'	'55'	'1280'	'2'
'76'	'55'	'3316'	'1'
'94'	'55'	'2255'	'4'
'33'	'55'	'1788'	'4'
'77'	'56'	'3085'	'5'
'31'	'56'	'5817'	'4'
'58'	'56'	'2175'	'3'
'90'	'56'	'4595'	'6'
'66'	'56'	'430'	'2'
'86'	'56'	'2500'	'2'
'79'	'57'	'4406'	'3'
'72'	'57'	'5843'	'1'
'57'	'57'	'4138'	'2'
'80'	'57'	'4947'	'4'
'10'	'57'	'583'	'7'
'8'	'57'	'1853'	'7'
'60'	'57'	'5251'	'3'
'67'	'58'	'6276'	'5'
'11'	'58'	'217'	'1'
'58'	'58'	'4883'	'2'
'82'	'58'	'938'	'7'
'17'	'58'	'1964'	'4'
'34'	'58'	'3097'	'3'
'76'	'58'	'6720'	'5'
'56'	'59'	'2547'	'5'
'79'	'59'	'926'	'2'
'73'	'59'	'2765'	'4'
'5'	'59'	'4248'	'2'
'7'	'59'	'2017'	'2'
'13'	'60'	'1711'	'1'
'62'	'60'	'1938'	'3'
'79'	'60'	'1912'	'2'
'79'	'61'	'684'	'1'
'91'	'61'	'1046'	'2'
'72'	'61'	'2174'	'1'
'48'	'62'	'1832'	'4'
'90'	'62'	'5421'	'7'
'69'	'62'	'6764'	'8'
'32'	'62'	'5114'	'9'
'94'	'62'	'8691'	'7'
'28'	'62'	'4499'	'3'
'54'	'62'	'697'	'9'
'86'	'62'	'7156'	'5'
'50'	'62'	'3762'	'8'
'61'	'62'	'2323'	'1'
'90'	'63'	'2'	'2'
'33'	'63'	'6746'	'7'
'62'	'63'	'3786'	'7'
'58'	'63'	'5196'	'6'
'89'	'63'	'3261'	'5'
'74'	'63'	'883'	'3'
'46'	'63'	'1891'	'6'
'30'	'64'	'5859'	'8'
'11'	'64'	'3794'	'7'
'83'	'64'	'336'	'1'
'21'	'64'	'7888'	'2'
'16'	'64'	'1641'	'4'
'47'	'64'	'7867'	'7'
'92'	'64'	'5071'	'6'
'78'	'64'	'2997'	'4'
'77'	'65'	'313'	'1'
'85'	'66'	'822'	'7'
'44'	'66'	'1752'	'4'
'8'	'66'	'3905'	'1'
'19'	'66'	'3892'	'4'
'28'	'66'	'392'	'1'
'3'	'66'	'1048'	'2'
'45'	'66'	'3904'	'2'
'73'	'67'	'805'	'1'
'58'	'68'	'641'	'1'
'91'	'69'	'9582'	'3'
'56'	'69'	'3376'	'6'
'41'	'69'	'8725'	'3'
'34'	'69'	'655'	'5'
'23'	'69'	'2358'	'1'
'30'	'69'	'9840'	'10'
'31'	'69'	'8516'	'10'
'97'	'69'	'1402'	'7'
'54'	'69'	'9862'	'8'
'61'	'69'	'7756'	'4'
'54'	'70'	'1994'	'2'
'49'	'70'	'261'	'1'
'45'	'71'	'3063'	'3'
'95'	'71'	'1270'	'3'
'56'	'71'	'3158'	'3'
'80'	'71'	'1930'	'3'
'71'	'71'	'3856'	'2'
'73'	'72'	'4095'	'4'
'80'	'72'	'3663'	'5'
'65'	'72'	'4394'	'1'
'9'	'72'	'1827'	'3'
'53'	'72'	'2286'	'4'
'87'	'72'	'4476'	'3'
'78'	'72'	'1607'	'7'
'74'	'72'	'2687'	'2'
'27'	'72'	'6084'	'1'
'64'	'73'	'1443'	'1'
'83'	'73'	'1770'	'2'
'36'	'74'	'3110'	'4'
'77'	'74'	'4190'	'2'
'41'	'74'	'2506'	'3'
'25'	'74'	'2357'	'1'
'57'	'74'	'384'	'1'
'53'	'75'	'2447'	'1'
'12'	'75'	'2932'	'2'
'18'	'75'	'2336'	'1'
'80'	'76'	'3'	'1'
'50'	'77'	'5597'	'7'
'75'	'77'	'1496'	'10'
'92'	'77'	'7218'	'2'
'78'	'77'	'2226'	'5'
'61'	'77'	'2925'	'8'
'38'	'77'	'4392'	'9'
'80'	'77'	'845'	'4'
'63'	'77'	'2959'	'4'
'51'	'77'	'1989'	'5'
'42'	'77'	'7884'	'2'
'69'	'78'	'7347'	'7'
'82'	'78'	'3614'	'9'
'13'	'78'	'3436'	'7'
'98'	'78'	'383'	'9'
'66'	'78'	'8599'	'4'
'93'	'78'	'5929'	'1'
'37'	'78'	'6307'	'3'
'15'	'78'	'765'	'5'
'14'	'78'	'4576'	'6'
'27'	'79'	'2647'	'4'
'94'	'79'	'2491'	'2'
'69'	'79'	'3147'	'3'
'88'	'79'	'2028'	'1'
'75'	'79'	'4435'	'3'
'75'	'80'	'905'	'1'
'12'	'81'	'8163'	'4'
'88'	'81'	'3458'	'5'
'93'	'81'	'1746'	'5'
'42'	'81'	'961'	'4'
'48'	'81'	'4361'	'3'
'38'	'81'	'5584'	'8'
'25'	'81'	'6040'	'3'
'77'	'81'	'7180'	'4'
'67'	'81'	'5178'	'9'
'51'	'82'	'3230'	'2'
'62'	'82'	'4893'	'7'
'60'	'82'	'8789'	'9'
'5'	'82'	'503'	'2'
'96'	'82'	'7689'	'5'
'41'	'82'	'5813'	'9'
'95'	'82'	'7815'	'5'
'1'	'82'	'6881'	'2'
'45'	'82'	'7076'	'3'
'31'	'83'	'1771'	'3'
'84'	'83'	'8206'	'5'
'32'	'83'	'5327'	'1'
'69'	'83'	'3223'	'8'
'74'	'83'	'3509'	'5'
'1'	'83'	'1602'	'6'
'77'	'83'	'1163'	'3'
'98'	'83'	'688'	'6'
'82'	'83'	'8294'	'5'
'96'	'84'	'5882'	'9'
'7'	'84'	'7442'	'1'
'39'	'84'	'1307'	'8'
'27'	'84'	'1699'	'4'
'94'	'84'	'8178'	'4'
'53'	'84'	'8950'	'3'
'85'	'84'	'4518'	'5'
'95'	'84'	'5708'	'1'
'1'	'84'	'5143'	'5'
'79'	'85'	'4322'	'6'
'74'	'85'	'3017'	'1'
'19'	'85'	'7970'	'1'
'63'	'85'	'6003'	'6'
'52'	'85'	'3539'	'4'
'25'	'85'	'4104'	'6'
'15'	'85'	'2233'	'3'
'20'	'85'	'3529'	'7'
'84'	'86'	'670'	'2'
'26'	'86'	'3806'	'7'
'9'	'86'	'5002'	'2'
'28'	'86'	'6864'	'7'
'36'	'86'	'5391'	'3'
'55'	'86'	'3254'	'7'
'91'	'86'	'5081'	'6'
'66'	'87'	'453'	'2'
'74'	'87'	'2020'	'1'
'52'	'87'	'2575'	'3'
'73'	'88'	'2425'	'6'
'36'	'88'	'8632'	'8'
'10'	'88'	'984'	'7'
'82'	'88'	'4906'	'5'
'37'	'88'	'3622'	'8'
'28'	'88'	'1024'	'8'
'44'	'88'	'3339'	'9'
'71'	'88'	'9519'	'1'
'86'	'88'	'4344'	'3'
'50'	'88'	'5376'	'8'
'36'	'89'	'2829'	'1'
'15'	'89'	'615'	'1'
'4'	'89'	'2918'	'2'
'19'	'90'	'1304'	'3'
'26'	'90'	'2250'	'5'
'54'	'90'	'482'	'5'
'63'	'90'	'877'	'3'
'50'	'90'	'2848'	'2'
'69'	'91'	'1135'	'2'
'13'	'91'	'1987'	'3'
'72'	'91'	'2350'	'1'
'84'	'91'	'621'	'2'
'73'	'91'	'2727'	'3'
'42'	'92'	'3564'	'5'
'30'	'92'	'4197'	'6'
'44'	'92'	'2443'	'1'
'93'	'92'	'3091'	'3'
'49'	'92'	'4090'	'3'
'75'	'92'	'765'	'2'
'82'	'93'	'1030'	'2'
'15'	'93'	'1980'	'1'
'85'	'93'	'262'	'3'
'20'	'94'	'1094'	'2'
'18'	'94'	'1482'	'1'
'59'	'95'	'837'	'4'
'71'	'95'	'2722'	'4'
'96'	'95'	'1085'	'4'
'75'	'95'	'1825'	'4'
'24'	'96'	'864'	'1'
'72'	'97'	'1545'	'3'
'97'	'97'	'1618'	'1'
'16'	'97'	'1709'	'2'
'49'	'98'	'419'	'1'
'6'	'99'	'1239'	'1'
'37'	'99'	'489'	'2'
'30'	'100'	'2883'	'2'
'38'	'100'	'3216'	'1'
'8'	'100'	'178'	'1'
'98'	'100'	'214'	'1'
'64'	'101'	'2034'	'6'
'65'	'101'	'2015'	'2'
'59'	'101'	'4079'	'6'
'80'	'101'	'3357'	'1'
'14'	'101'	'1315'	'2'
'67'	'101'	'5929'	'5'
'11'	'102'	'5808'	'2'
'58'	'102'	'72'	'3'
'94'	'102'	'4103'	'4'
'87'	'102'	'2997'	'6'
'84'	'102'	'266'	'1'
'61'	'102'	'1199'	'5'
'33'	'103'	'1212'	'3'
'43'	'103'	'1509'	'5'
'46'	'103'	'3351'	'5'
'64'	'103'	'3960'	'4'
'4'	'103'	'2111'	'5'
'70'	'103'	'2033'	'1'
'9'	'104'	'6'	'4'
'63'	'104'	'1734'	'5'
'50'	'104'	'3520'	'2'
'11'	'104'	'1678'	'2'
'71'	'104'	'4801'	'5'
'99'	'105'	'4224'	'9'
'96'	'105'	'3416'	'3'
'66'	'105'	'1923'	'3'
'8'	'105'	'6396'	'5'
'83'	'105'	'3228'	'8'
'67'	'105'	'7382'	'3'
'1'	'105'	'8142'	'3'
'53'	'105'	'2538'	'3'
'11'	'105'	'8252'	'7'
'49'	'106'	'25'	'1'
'45'	'107'	'8136'	'8'
'53'	'107'	'2359'	'2'
'20'	'107'	'7647'	'7'
'85'	'107'	'3632'	'1'
'30'	'107'	'3400'	'5'
'3'	'107'	'6953'	'8'
'57'	'107'	'8778'	'7'
'13'	'107'	'5068'	'8'
'63'	'107'	'8432'	'4'
'86'	'108'	'3457'	'3'
'92'	'108'	'3901'	'1'
'23'	'108'	'1710'	'5'
'76'	'108'	'1789'	'1'
'62'	'108'	'4414'	'4'
'34'	'109'	'1362'	'2'
'26'	'109'	'426'	'1'
'42'	'109'	'1712'	'3'
'86'	'110'	'6128'	'2'
'71'	'110'	'3857'	'1'
'75'	'110'	'5089'	'6'
'53'	'110'	'4151'	'1'
'89'	'110'	'2998'	'4'
'43'	'110'	'359'	'4'
'76'	'110'	'1590'	'6'
'81'	'111'	'462'	'1'
'1'	'112'	'177'	'1'
'62'	'112'	'855'	'2'
'54'	'113'	'1702'	'6'
'17'	'113'	'4196'	'1'
'68'	'113'	'7383'	'9'
'2'	'113'	'3259'	'6'
'59'	'113'	'6351'	'4'
'87'	'113'	'8139'	'1'
'76'	'113'	'7487'	'3'
'94'	'113'	'4917'	'9'
'39'	'113'	'7232'	'9'
'29'	'114'	'528'	'1'
'2'	'114'	'147'	'1'
'48'	'115'	'660'	'2'
'83'	'115'	'1445'	'2'
'93'	'115'	'2949'	'1'
'5'	'116'	'1497'	'4'
'32'	'116'	'3965'	'4'
'20'	'116'	'1820'	'3'
'60'	'116'	'2845'	'1'
'67'	'117'	'4145'	'1'
'31'	'117'	'2058'	'5'
'47'	'117'	'1968'	'1'
'72'	'117'	'648'	'4'
'23'	'117'	'3196'	'1'
'35'	'117'	'3853'	'6'
'4'	'118'	'1205'	'5'
'58'	'118'	'4148'	'1'
'83'	'118'	'4774'	'4'
'46'	'118'	'2505'	'1'
'11'	'118'	'2678'	'2'
'81'	'119'	'317'	'3'
'24'	'119'	'1946'	'2'
'27'	'119'	'3548'	'5'
'61'	'119'	'5548'	'3'
'9'	'119'	'5575'	'5'
'85'	'119'	'2652'	'4'
'76'	'120'	'3327'	'3'
'7'	'120'	'4526'	'3'
'85'	'120'	'4250'	'2'
'37'	'120'	'2539'	'1'
'32'	'120'	'998'	'1'
'71'	'121'	'2296'	'2'
'47'	'121'	'1026'	'4'
'39'	'121'	'1990'	'4'
'65'	'121'	'2401'	'1'
'66'	'122'	'2986'	'3'
'80'	'122'	'2418'	'5'
'60'	'122'	'4532'	'3'
'9'	'122'	'5974'	'1'
'42'	'122'	'5902'	'3'
'12'	'122'	'4166'	'2'
'8'	'122'	'6664'	'7'
'83'	'123'	'2957'	'3'
'95'	'123'	'5972'	'1'
'3'	'123'	'5442'	'4'
'26'	'123'	'1450'	'2'
'36'	'123'	'5358'	'3'
'12'	'123'	'5164'	'4'
'41'	'124'	'1639'	'1'
'29'	'124'	'7093'	'2'
'79'	'124'	'86'	'1'
'49'	'124'	'3437'	'2'
'98'	'124'	'6743'	'6'
'90'	'124'	'7728'	'2'
'88'	'124'	'1090'	'3'
'96'	'124'	'4214'	'3'
'85'	'125'	'3450'	'2'
'89'	'125'	'6486'	'9'
'43'	'125'	'2305'	'2'
'84'	'125'	'3331'	'1'
'2'	'125'	'7819'	'8'
'40'	'125'	'1233'	'4'
'62'	'125'	'8961'	'9'
'81'	'125'	'9499'	'7'
'10'	'125'	'5951'	'9'
'72'	'125'	'9395'	'5'
'12'	'126'	'1884'	'2'
'4'	'126'	'709'	'1'
'60'	'127'	'6684'	'4'
'61'	'127'	'2045'	'9'
'71'	'127'	'6331'	'7'
'98'	'127'	'2089'	'2'
'99'	'127'	'2131'	'4'
'67'	'127'	'2098'	'7'
'84'	'127'	'4303'	'5'
'8'	'127'	'6510'	'5'
'65'	'127'	'6659'	'5'
'47'	'128'	'2222'	'3'
'16'	'128'	'324'	'2'
'5'	'128'	'2469'	'4'
'50'	'128'	'2091'	'2'
'55'	'128'	'1338'	'1'
'62'	'129'	'48'	'1'
'12'	'129'	'1685'	'1'
'38'	'130'	'6492'	'6'
'2'	'130'	'1862'	'5'
'53'	'130'	'5428'	'8'
'52'	'130'	'1071'	'3'
'97'	'130'	'4107'	'4'
'49'	'130'	'1897'	'1'
'31'	'130'	'1411'	'1'
'1'	'130'	'6112'	'1'
'29'	'131'	'7813'	'9'
'82'	'131'	'7141'	'2'
'41'	'131'	'3975'	'7'
'67'	'131'	'3291'	'8'
'3'	'131'	'2561'	'1'
'71'	'131'	'6582'	'7'
'46'	'131'	'4750'	'9'
'5'	'131'	'3190'	'8'
'20'	'131'	'6293'	'3'
'62'	'132'	'1593'	'2'
'72'	'132'	'2856'	'2'
'15'	'132'	'2834'	'3'
'84'	'133'	'271'	'1'
'75'	'134'	'698'	'3'
'67'	'134'	'3486'	'3'
'72'	'134'	'2034'	'2'
'61'	'134'	'714'	'2'
'50'	'134'	'4751'	'4'
'89'	'135'	'8442'	'6'
'73'	'135'	'2298'	'3'
'20'	'135'	'1552'	'1'
'90'	'135'	'2458'	'7'
'78'	'135'	'8412'	'4'
'12'	'135'	'7491'	'4'
'50'	'135'	'3174'	'8'
'81'	'135'	'1939'	'5'
'13'	'135'	'6139'	'3'
'48'	'136'	'1770'	'1'
'3'	'136'	'296'	'1'
'91'	'137'	'6670'	'6'
'22'	'137'	'903'	'3'
'98'	'137'	'1673'	'4'
'66'	'137'	'3510'	'1'
'6'	'137'	'2011'	'3'
'92'	'137'	'5134'	'3'
'85'	'137'	'6950'	'1'
'58'	'138'	'2493'	'1'
'4'	'138'	'1843'	'1'
'72'	'138'	'1294'	'3'
'72'	'139'	'3096'	'7'
'55'	'139'	'609'	'6'
'71'	'139'	'1145'	'2'
'44'	'139'	'2409'	'7'
'29'	'139'	'4511'	'5'
'90'	'139'	'4379'	'3'
'41'	'139'	'2137'	'3'
'75'	'140'	'1345'	'2'
'32'	'140'	'3886'	'8'
'44'	'140'	'6931'	'5'
'74'	'140'	'5264'	'8'
'43'	'140'	'6950'	'3'
'37'	'140'	'1439'	'6'
'86'	'140'	'5365'	'2'
'18'	'140'	'3967'	'7'
'87'	'141'	'709'	'2'
'52'	'141'	'279'	'2'
'73'	'142'	'1217'	'7'
'60'	'142'	'9243'	'10'
'56'	'142'	'6235'	'4'
'79'	'142'	'9992'	'5'
'2'	'142'	'8054'	'5'
'15'	'142'	'7421'	'1'
'80'	'142'	'722'	'4'
'8'	'142'	'4986'	'7'
'86'	'142'	'8427'	'3'
'10'	'142'	'8570'	'8'
'66'	'143'	'2586'	'3'
'77'	'143'	'929'	'1'
'96'	'143'	'2681'	'2'
'61'	'143'	'2462'	'3'
'61'	'144'	'931'	'1'
'67'	'145'	'1893'	'7'
'86'	'145'	'7773'	'1'
'74'	'145'	'4130'	'4'
'72'	'145'	'2546'	'5'
'33'	'145'	'6479'	'6'
'82'	'145'	'103'	'1'
'73'	'145'	'2210'	'4'
'48'	'145'	'4214'	'5'
'66'	'146'	'2564'	'2'
'75'	'146'	'3957'	'6'
'70'	'146'	'4656'	'4'
'45'	'146'	'114'	'4'
'14'	'146'	'1944'	'6'
'61'	'146'	'1747'	'5'
'19'	'147'	'490'	'5'
'86'	'147'	'2469'	'3'
'53'	'147'	'735'	'5'
'28'	'147'	'4123'	'2'
'85'	'147'	'2895'	'4'
'80'	'148'	'4224'	'6'
'41'	'148'	'4091'	'2'
'51'	'148'	'872'	'5'
'59'	'148'	'5227'	'7'
'11'	'148'	'2893'	'1'
'88'	'148'	'1924'	'8'
'7'	'148'	'6536'	'8'
'26'	'148'	'2272'	'4'
'23'	'149'	'2795'	'5'
'55'	'149'	'732'	'1'
'33'	'149'	'1069'	'1'
'74'	'149'	'1134'	'3'
'34'	'149'	'1991'	'5'
'4'	'150'	'3680'	'2'
'82'	'150'	'3352'	'7'
'51'	'150'	'3629'	'2'
'69'	'150'	'777'	'5'
'15'	'150'	'2726'	'7'
'68'	'150'	'3762'	'6'
'93'	'150'	'5063'	'4'
'57'	'151'	'903'	'1'
'91'	'152'	'1494'	'7'
'81'	'152'	'2624'	'5'
'94'	'152'	'6918'	'2'
'38'	'152'	'821'	'2'
'87'	'152'	'668'	'6'
'12'	'152'	'4435'	'3'
'89'	'152'	'4451'	'2'
'7'	'153'	'5411'	'7'
'1'	'153'	'3907'	'2'
'57'	'153'	'1552'	'8'
'34'	'153'	'2477'	'7'
'2'	'153'	'2853'	'10'
'6'	'153'	'2187'	'5'
'3'	'153'	'8298'	'8'
'97'	'153'	'6970'	'6'
'16'	'153'	'5626'	'2'
'42'	'153'	'8975'	'4'
'73'	'154'	'579'	'1'
'18'	'154'	'879'	'4'
'97'	'154'	'2280'	'1'
'78'	'154'	'1112'	'5'
'29'	'154'	'3589'	'3'
'41'	'154'	'1798'	'6'
'1'	'155'	'4868'	'3'
'97'	'155'	'2478'	'2'
'47'	'155'	'4112'	'3'
'68'	'155'	'1008'	'5'
'27'	'155'	'5'	'5'
'48'	'156'	'5111'	'2'
'74'	'156'	'5958'	'2'
'85'	'156'	'4215'	'3'
'7'	'156'	'1532'	'8'
'35'	'156'	'7929'	'7'
'50'	'156'	'1522'	'4'
'13'	'156'	'4165'	'7'
'49'	'156'	'706'	'7'
'54'	'157'	'3926'	'4'
'70'	'157'	'796'	'4'
'11'	'157'	'1143'	'3'
