'46'	'54'	'10'
'46'	'30'	'10'
'46'	'13'	'10'
'46'	'38'	'10'
'46'	'34'	'10'
'46'	'12'	'10'
'46'	'36'	'10'
'46'	'11'	'10'
'51'	'1'	'2'
'51'	'71'	'2'
'52'	'73'	'2'
'52'	'89'	'2'
'53'	'44'	'10'
'53'	'95'	'10'
'53'	'49'	'10'
'53'	'84'	'10'
'53'	'73'	'10'
'53'	'26'	'10'
'53'	'78'	'10'
'53'	'98'	'10'
'53'	'68'	'10'
'53'	'16'	'10'
'54'	'88'	'5'
'54'	'24'	'5'
'54'	'14'	'5'
'54'	'47'	'5'
'54'	'73'	'5'
'55'	'55'	'2'
'55'	'99'	'2'
'56'	'33'	'3'
'56'	'95'	'3'
'56'	'73'	'3'
'57'	'12'	'2'
'57'	'49'	'2'
'61'	'99'	'1'
'62'	'38'	'1'
'63'	'62'	'7'
'63'	'68'	'7'
'63'	'6'	'7'
'63'	'73'	'7'
'63'	'98'	'7'
'63'	'28'	'7'
'63'	'46'	'7'
'64'	'72'	'8'
'64'	'46'	'8'
'64'	'59'	'8'
'64'	'20'	'8'
'64'	'60'	'8'
'64'	'78'	'8'
'64'	'25'	'8'
'64'	'1'	'8'
'65'	'23'	'4'
'65'	'53'	'4'
'65'	'5'	'4'
'65'	'10'	'4'
'66'	'70'	'4'
'66'	'5'	'4'
'66'	'48'	'4'
'66'	'28'	'4'
'67'	'39'	'5'
'67'	'3'	'5'
'67'	'20'	'5'
'67'	'61'	'5'
'67'	'82'	'5'
'68'	'82'	'4'
'68'	'39'	'4'
'68'	'52'	'4'
'68'	'29'	'4'
'81'	'41'	'2'
'81'	'21'	'2'
'82'	'5'	'9'
'82'	'55'	'9'
'82'	'37'	'9'
'82'	'20'	'9'
'82'	'60'	'9'
'82'	'97'	'9'
'82'	'50'	'9'
'82'	'66'	'9'
'82'	'77'	'9'
'83'	'33'	'3'
'83'	'18'	'3'
'83'	'26'	'3'
'84'	'28'	'4'
'84'	'89'	'4'
'84'	'38'	'4'
'84'	'33'	'4'
'91'	'34'	'4'
'91'	'42'	'4'
'91'	'55'	'4'
'91'	'91'	'4'
'92'	'35'	'7'
'92'	'17'	'7'
'92'	'87'	'7'
'92'	'53'	'7'
'92'	'10'	'7'
'92'	'89'	'7'
'92'	'14'	'7'
'93'	'30'	'2'
'93'	'32'	'2'
'101'	'88'	'10'
'101'	'19'	'10'
'101'	'8'	'10'
'101'	'97'	'10'
'101'	'95'	'10'
'101'	'80'	'10'
'101'	'48'	'10'
'101'	'51'	'10'
'101'	'72'	'10'
'101'	'22'	'10'
'102'	'52'	'4'
'102'	'8'	'4'
'102'	'49'	'4'
'102'	'25'	'4'
'103'	'55'	'1'
'104'	'21'	'2'
'104'	'92'	'2'
'105'	'96'	'7'
'105'	'68'	'7'
'105'	'89'	'7'
'105'	'29'	'7'
'105'	'13'	'7'
'105'	'73'	'7'
'105'	'79'	'7'
'106'	'23'	'9'
'106'	'83'	'9'
'106'	'3'	'9'
'106'	'11'	'9'
'106'	'99'	'9'
'106'	'74'	'9'
'106'	'43'	'9'
'106'	'73'	'9'
'106'	'29'	'9'
'107'	'73'	'6'
'107'	'13'	'6'
'107'	'15'	'6'
'107'	'49'	'6'
'107'	'51'	'6'
'107'	'43'	'6'
'111'	'51'	'9'
'111'	'39'	'9'
'111'	'90'	'9'
'111'	'13'	'9'
'111'	'36'	'9'
'111'	'81'	'9'
'111'	'67'	'9'
'111'	'57'	'9'
'111'	'12'	'9'
'112'	'56'	'3'
'112'	'1'	'3'
'112'	'91'	'3'
'113'	'49'	'2'
'113'	'61'	'2'
'114'	'38'	'10'
'114'	'3'	'10'
'114'	'59'	'10'
'114'	'52'	'10'
'114'	'25'	'10'
'114'	'71'	'10'
'114'	'31'	'10'
'114'	'98'	'10'
'114'	'36'	'10'
'114'	'41'	'10'
'115'	'62'	'6'
'115'	'55'	'6'
'115'	'13'	'6'
'115'	'96'	'6'
'115'	'25'	'6'
'115'	'50'	'6'
'116'	'72'	'6'
'116'	'83'	'6'
'116'	'93'	'6'
'116'	'63'	'6'
'116'	'31'	'6'
'116'	'10'	'6'
'121'	'7'	'5'
'121'	'45'	'5'
'121'	'2'	'5'
'121'	'29'	'5'
'121'	'87'	'5'
'122'	'90'	'9'
'122'	'45'	'9'
'122'	'81'	'9'
'122'	'43'	'9'
'122'	'71'	'9'
'122'	'46'	'9'
'122'	'2'	'9'
'122'	'20'	'9'
'122'	'56'	'9'
'123'	'50'	'10'
'123'	'28'	'10'
'123'	'91'	'10'
'123'	'85'	'10'
'123'	'80'	'10'
'123'	'14'	'10'
'123'	'87'	'10'
'123'	'48'	'10'
'123'	'32'	'10'
'123'	'83'	'10'
'124'	'45'	'9'
'124'	'8'	'9'
'124'	'63'	'9'
'124'	'74'	'9'
'124'	'24'	'9'
'124'	'56'	'9'
'124'	'48'	'9'
'124'	'61'	'9'
'124'	'51'	'9'
'131'	'33'	'7'
'131'	'9'	'7'
'131'	'64'	'7'
'131'	'68'	'7'
'131'	'45'	'7'
'131'	'60'	'7'
'131'	'3'	'7'
'132'	'75'	'3'
'132'	'63'	'3'
'132'	'18'	'3'
'133'	'54'	'1'
'134'	'41'	'4'
'134'	'94'	'4'
'134'	'1'	'4'
'134'	'8'	'4'
'135'	'96'	'3'
'135'	'53'	'3'
'135'	'79'	'3'
'136'	'28'	'2'
'136'	'76'	'2'
'137'	'94'	'2'
'137'	'16'	'2'
'138'	'69'	'9'
'138'	'87'	'9'
'138'	'74'	'9'
'138'	'62'	'9'
'138'	'97'	'9'
'138'	'84'	'9'
'138'	'4'	'9'
'138'	'67'	'9'
'138'	'38'	'9'
'139'	'88'	'8'
'139'	'41'	'8'
'139'	'2'	'8'
'139'	'25'	'8'
'139'	'3'	'8'
'139'	'21'	'8'
'139'	'34'	'8'
'139'	'18'	'8'
'141'	'69'	'6'
'141'	'33'	'6'
'141'	'85'	'6'
'141'	'23'	'6'
'141'	'19'	'6'
'141'	'97'	'6'
'151'	'80'	'3'
'151'	'1'	'3'
'151'	'21'	'3'
'152'	'16'	'10'
'152'	'63'	'10'
'152'	'26'	'10'
'152'	'19'	'10'
'152'	'45'	'10'
'152'	'15'	'10'
'152'	'39'	'10'
'152'	'65'	'10'
'152'	'17'	'10'
'152'	'36'	'10'
'153'	'77'	'7'
'153'	'17'	'7'
'153'	'61'	'7'
'153'	'85'	'7'
'153'	'54'	'7'
'153'	'41'	'7'
'153'	'50'	'7'
'161'	'39'	'1'
'171'	'52'	'2'
'171'	'4'	'2'
'172'	'80'	'7'
'172'	'63'	'7'
'172'	'21'	'7'
'172'	'10'	'7'
'172'	'76'	'7'
'172'	'93'	'7'
'172'	'66'	'7'
'173'	'50'	'10'
'173'	'31'	'10'
'173'	'70'	'10'
'173'	'2'	'10'
'173'	'33'	'10'
'173'	'90'	'10'
'173'	'66'	'10'
'173'	'54'	'10'
'173'	'77'	'10'
'173'	'84'	'10'
'174'	'72'	'10'
'174'	'58'	'10'
'174'	'66'	'10'
'174'	'35'	'10'
'174'	'31'	'10'
'174'	'32'	'10'
'174'	'45'	'10'
'174'	'25'	'10'
'174'	'22'	'10'
'174'	'68'	'10'
'175'	'92'	'9'
'175'	'91'	'9'
'175'	'15'	'9'
'175'	'51'	'9'
'175'	'29'	'9'
'175'	'72'	'9'
'175'	'97'	'9'
'175'	'6'	'9'
'175'	'10'	'9'
'176'	'33'	'2'
'176'	'36'	'2'
'177'	'20'	'4'
'177'	'1'	'4'
'177'	'23'	'4'
'177'	'68'	'4'
'181'	'51'	'8'
'181'	'28'	'8'
'181'	'17'	'8'
'181'	'15'	'8'
'181'	'23'	'8'
'181'	'32'	'8'
'181'	'44'	'8'
'181'	'45'	'8'
'182'	'60'	'3'
'182'	'4'	'3'
'182'	'36'	'3'
'183'	'90'	'3'
'183'	'56'	'3'
'183'	'49'	'3'
'184'	'55'	'8'
'184'	'91'	'8'
'184'	'74'	'8'
'184'	'86'	'8'
'184'	'32'	'8'
'184'	'47'	'8'
'184'	'12'	'8'
'184'	'70'	'8'
'185'	'45'	'5'
'185'	'90'	'5'
'185'	'96'	'5'
'185'	'52'	'5'
'185'	'70'	'5'
'191'	'90'	'2'
'191'	'22'	'2'
'192'	'46'	'3'
'192'	'8'	'3'
'192'	'71'	'3'
'193'	'18'	'5'
'193'	'41'	'5'
'193'	'11'	'5'
'193'	'44'	'5'
'193'	'22'	'5'
'211'	'79'	'2'
'211'	'18'	'2'
'212'	'30'	'1'
'213'	'8'	'3'
'213'	'55'	'3'
'213'	'65'	'3'
'214'	'10'	'2'
'214'	'72'	'2'
'215'	'92'	'10'
'215'	'51'	'10'
'215'	'62'	'10'
'215'	'14'	'10'
'215'	'28'	'10'
'215'	'84'	'10'
'215'	'16'	'10'
'215'	'85'	'10'
'215'	'60'	'10'
'215'	'5'	'10'
'216'	'35'	'9'
'216'	'11'	'9'
'216'	'64'	'9'
'216'	'79'	'9'
'216'	'37'	'9'
'216'	'94'	'9'
'216'	'98'	'9'
'216'	'36'	'9'
'216'	'7'	'9'
'221'	'30'	'1'
'222'	'26'	'1'
'223'	'54'	'4'
'223'	'26'	'4'
'223'	'69'	'4'
'223'	'98'	'4'
'224'	'50'	'6'
'224'	'78'	'6'
'224'	'47'	'6'
'224'	'21'	'6'
'224'	'2'	'6'
'224'	'95'	'6'
'225'	'21'	'8'
'225'	'14'	'8'
'225'	'59'	'8'
'225'	'69'	'8'
'225'	'60'	'8'
'225'	'56'	'8'
'225'	'49'	'8'
'225'	'55'	'8'
'226'	'74'	'4'
'226'	'88'	'4'
'226'	'71'	'4'
'226'	'29'	'4'
'227'	'6'	'7'
'227'	'5'	'7'
'227'	'8'	'7'
'227'	'94'	'7'
'227'	'24'	'7'
'227'	'51'	'7'
'227'	'62'	'7'
'231'	'72'	'7'
'231'	'97'	'7'
'231'	'42'	'7'
'231'	'48'	'7'
'231'	'14'	'7'
'231'	'49'	'7'
'231'	'78'	'7'
'232'	'23'	'4'
'232'	'36'	'4'
'232'	'1'	'4'
'232'	'76'	'4'
'251'	'45'	'8'
'251'	'65'	'8'
'251'	'3'	'8'
'251'	'54'	'8'
'251'	'96'	'8'
'251'	'85'	'8'
'251'	'5'	'8'
'251'	'80'	'8'
'252'	'57'	'4'
'252'	'53'	'4'
'252'	'82'	'4'
'252'	'94'	'4'
'253'	'37'	'8'
'253'	'80'	'8'
'253'	'38'	'8'
'253'	'49'	'8'
'253'	'14'	'8'
'253'	'74'	'8'
'253'	'15'	'8'
'253'	'65'	'8'
'254'	'12'	'8'
'254'	'44'	'8'
'254'	'35'	'8'
'254'	'15'	'8'
'254'	'10'	'8'
'254'	'8'	'8'
'254'	'89'	'8'
'254'	'97'	'8'
'255'	'94'	'10'
'255'	'39'	'10'
'255'	'17'	'10'
'255'	'76'	'10'
'255'	'53'	'10'
'255'	'81'	'10'
'255'	'45'	'10'
'255'	'74'	'10'
'255'	'65'	'10'
'255'	'49'	'10'
'256'	'70'	'6'
'256'	'21'	'6'
'256'	'59'	'6'
'256'	'43'	'6'
'256'	'61'	'6'
'256'	'85'	'6'
'257'	'14'	'9'
'257'	'2'	'9'
'257'	'28'	'9'
'257'	'18'	'9'
'257'	'54'	'9'
'257'	'36'	'9'
'257'	'47'	'9'
'257'	'95'	'9'
'257'	'12'	'9'
'258'	'76'	'7'
'258'	'96'	'7'
'258'	'53'	'7'
'258'	'38'	'7'
'258'	'25'	'7'
'258'	'34'	'7'
'258'	'6'	'7'
'259'	'30'	'5'
'259'	'13'	'5'
'259'	'83'	'5'
'259'	'37'	'5'
'259'	'17'	'5'
'261'	'28'	'5'
'261'	'61'	'5'
'261'	'25'	'5'
'261'	'13'	'5'
'261'	'64'	'5'
'262'	'57'	'6'
'262'	'40'	'6'
'262'	'53'	'6'
'262'	'92'	'6'
'262'	'82'	'6'
'262'	'44'	'6'
'263'	'35'	'2'
'263'	'2'	'2'
'264'	'38'	'7'
'264'	'65'	'7'
'264'	'34'	'7'
'264'	'39'	'7'
'264'	'90'	'7'
'264'	'8'	'7'
'264'	'50'	'7'
'265'	'75'	'3'
'265'	'25'	'3'
'265'	'9'	'3'
'266'	'23'	'5'
'266'	'19'	'5'
'266'	'71'	'5'
'266'	'5'	'5'
'266'	'72'	'5'
'271'	'21'	'5'
'271'	'98'	'5'
'271'	'15'	'5'
'271'	'85'	'5'
'271'	'54'	'5'
'272'	'37'	'2'
'272'	'53'	'2'
'273'	'48'	'8'
'273'	'45'	'8'
'273'	'39'	'8'
'273'	'90'	'8'
'273'	'5'	'8'
'273'	'63'	'8'
'273'	'58'	'8'
'273'	'54'	'8'
'274'	'85'	'8'
'274'	'6'	'8'
'274'	'63'	'8'
'274'	'21'	'8'
'274'	'90'	'8'
'274'	'95'	'8'
'274'	'81'	'8'
'274'	'97'	'8'
'275'	'69'	'5'
'275'	'75'	'5'
'275'	'7'	'5'
'275'	'18'	'5'
'275'	'17'	'5'
'281'	'67'	'6'
'281'	'22'	'6'
'281'	'49'	'6'
'281'	'42'	'6'
'281'	'47'	'6'
'281'	'41'	'6'
'282'	'93'	'1'
'291'	'42'	'1'
'292'	'45'	'7'
'292'	'11'	'7'
'292'	'17'	'7'
'292'	'18'	'7'
'292'	'54'	'7'
'292'	'22'	'7'
'292'	'56'	'7'
'293'	'87'	'8'
'293'	'80'	'8'
'293'	'88'	'8'
'293'	'16'	'8'
'293'	'19'	'8'
'293'	'39'	'8'
'293'	'70'	'8'
'293'	'72'	'8'
'294'	'93'	'8'
'294'	'40'	'8'
'294'	'69'	'8'
'294'	'87'	'8'
'294'	'52'	'8'
'294'	'73'	'8'
'294'	'17'	'8'
'294'	'85'	'8'
'295'	'49'	'9'
'295'	'13'	'9'
'295'	'98'	'9'
'295'	'63'	'9'
'295'	'32'	'9'
'295'	'87'	'9'
'295'	'15'	'9'
'295'	'59'	'9'
'295'	'70'	'9'
'296'	'27'	'10'
'296'	'56'	'10'
'296'	'78'	'10'
'296'	'48'	'10'
'296'	'5'	'10'
'296'	'10'	'10'
'296'	'84'	'10'
'296'	'13'	'10'
'296'	'71'	'10'
'296'	'67'	'10'
'301'	'10'	'10'
'301'	'18'	'10'
'301'	'64'	'10'
'301'	'28'	'10'
'301'	'50'	'10'
'301'	'26'	'10'
'301'	'45'	'10'
'301'	'51'	'10'
'301'	'85'	'10'
'301'	'87'	'10'
'302'	'95'	'2'
'302'	'48'	'2'
'303'	'88'	'10'
'303'	'13'	'10'
'303'	'81'	'10'
'303'	'23'	'10'
'303'	'78'	'10'
'303'	'77'	'10'
'303'	'48'	'10'
'303'	'6'	'10'
'303'	'9'	'10'
'303'	'97'	'10'
'311'	'55'	'5'
'311'	'21'	'5'
'311'	'59'	'5'
'311'	'75'	'5'
'311'	'17'	'5'
'341'	'31'	'8'
'341'	'77'	'8'
'341'	'71'	'8'
'341'	'66'	'8'
'341'	'30'	'8'
'341'	'35'	'8'
'341'	'84'	'8'
'341'	'52'	'8'
'342'	'84'	'6'
'342'	'10'	'6'
'342'	'11'	'6'
'342'	'82'	'6'
'342'	'39'	'6'
'342'	'94'	'6'
'343'	'41'	'8'
'343'	'63'	'8'
'343'	'24'	'8'
'343'	'14'	'8'
'343'	'69'	'8'
'343'	'96'	'8'
'343'	'29'	'8'
'343'	'94'	'8'
'344'	'90'	'2'
'344'	'63'	'2'
'345'	'40'	'8'
'345'	'32'	'8'
'345'	'13'	'8'
'345'	'24'	'8'
'345'	'98'	'8'
'345'	'41'	'8'
'345'	'88'	'8'
'345'	'1'	'8'
'346'	'1'	'6'
'346'	'88'	'6'
'346'	'11'	'6'
'346'	'41'	'6'
'346'	'50'	'6'
'346'	'87'	'6'
'347'	'57'	'9'
'347'	'19'	'9'
'347'	'84'	'9'
'347'	'49'	'9'
'347'	'68'	'9'
'347'	'97'	'9'
'347'	'9'	'9'
'347'	'41'	'9'
'347'	'2'	'9'
'348'	'28'	'9'
'348'	'87'	'9'
'348'	'45'	'9'
'348'	'43'	'9'
'348'	'81'	'9'
'348'	'17'	'9'
'348'	'18'	'9'
'348'	'12'	'9'
'348'	'11'	'9'
'351'	'25'	'7'
'351'	'31'	'7'
'351'	'91'	'7'
'351'	'30'	'7'
'351'	'97'	'7'
'351'	'41'	'7'
'351'	'44'	'7'
'352'	'68'	'10'
'352'	'28'	'10'
'352'	'81'	'10'
'352'	'31'	'10'
'352'	'36'	'10'
'352'	'89'	'10'
'352'	'57'	'10'
'352'	'78'	'10'
'352'	'25'	'10'
'352'	'1'	'10'
'353'	'39'	'4'
'353'	'53'	'4'
'353'	'37'	'4'
'353'	'12'	'4'
'354'	'12'	'3'
'354'	'47'	'3'
'354'	'77'	'3'
'355'	'61'	'9'
'355'	'2'	'9'
'355'	'32'	'9'
'355'	'54'	'9'
'355'	'41'	'9'
'355'	'10'	'9'
'355'	'22'	'9'
'355'	'28'	'9'
'355'	'82'	'9'
'356'	'66'	'6'
'356'	'31'	'6'
'356'	'10'	'6'
'356'	'72'	'6'
'356'	'59'	'6'
'356'	'27'	'6'
'357'	'88'	'8'
'357'	'46'	'8'
'357'	'4'	'8'
'357'	'64'	'8'
'357'	'11'	'8'
'357'	'72'	'8'
'357'	'7'	'8'
'357'	'54'	'8'
'358'	'8'	'8'
'358'	'63'	'8'
'358'	'76'	'8'
'358'	'10'	'8'
'358'	'78'	'8'
'358'	'82'	'8'
'358'	'41'	'8'
'358'	'94'	'8'
'361'	'73'	'3'
'361'	'19'	'3'
'361'	'11'	'3'
'362'	'49'	'7'
'362'	'14'	'7'
'362'	'60'	'7'
'362'	'70'	'7'
'362'	'92'	'7'
'362'	'2'	'7'
'362'	'75'	'7'
'363'	'48'	'6'
'363'	'58'	'6'
'363'	'94'	'6'
'363'	'7'	'6'
'363'	'89'	'6'
'363'	'4'	'6'
'364'	'25'	'3'
'364'	'97'	'3'
'364'	'17'	'3'
'365'	'58'	'5'
'365'	'89'	'5'
'365'	'86'	'5'
'365'	'16'	'5'
'365'	'56'	'5'
'371'	'8'	'10'
'371'	'1'	'10'
'371'	'27'	'10'
'371'	'12'	'10'
'371'	'85'	'10'
'371'	'80'	'10'
'371'	'9'	'10'
'371'	'42'	'10'
'371'	'58'	'10'
'371'	'30'	'10'
'372'	'41'	'7'
'372'	'91'	'7'
'372'	'53'	'7'
'372'	'9'	'7'
'372'	'14'	'7'
'372'	'76'	'7'
'372'	'88'	'7'
'373'	'81'	'3'
'373'	'46'	'3'
'373'	'90'	'3'
'374'	'72'	'8'
'374'	'92'	'8'
'374'	'61'	'8'
'374'	'59'	'8'
'374'	'2'	'8'
'374'	'56'	'8'
'374'	'60'	'8'
'374'	'30'	'8'
'375'	'21'	'9'
'375'	'83'	'9'
'375'	'58'	'9'
'375'	'10'	'9'
'375'	'70'	'9'
'375'	'53'	'9'
'375'	'92'	'9'
'375'	'15'	'9'
'375'	'72'	'9'
'376'	'83'	'9'
'376'	'82'	'9'
'376'	'85'	'9'
'376'	'24'	'9'
'376'	'48'	'9'
'376'	'73'	'9'
'376'	'78'	'9'
'376'	'22'	'9'
'376'	'20'	'9'
'381'	'60'	'4'
'381'	'79'	'4'
'381'	'61'	'4'
'381'	'30'	'4'
'382'	'83'	'7'
'382'	'69'	'7'
'382'	'26'	'7'
'382'	'71'	'7'
'382'	'74'	'7'
'382'	'92'	'7'
'382'	'65'	'7'
'383'	'14'	'6'
'383'	'88'	'6'
'383'	'30'	'6'
'383'	'26'	'6'
'383'	'15'	'6'
'383'	'21'	'6'
'384'	'22'	'10'
'384'	'71'	'10'
'384'	'85'	'10'
'384'	'47'	'10'
'384'	'9'	'10'
'384'	'64'	'10'
'384'	'31'	'10'
'384'	'11'	'10'
'384'	'60'	'10'
'384'	'79'	'10'
'385'	'23'	'9'
'385'	'58'	'9'
'385'	'12'	'9'
'385'	'87'	'9'
'385'	'76'	'9'
'385'	'47'	'9'
'385'	'80'	'9'
'385'	'67'	'9'
'385'	'28'	'9'
'386'	'34'	'7'
'386'	'26'	'7'
'386'	'88'	'7'
'386'	'84'	'7'
'386'	'82'	'7'
'386'	'46'	'7'
'386'	'15'	'7'
'387'	'36'	'5'
'387'	'13'	'5'
'387'	'88'	'5'
'387'	'74'	'5'
'387'	'73'	'5'
'388'	'40'	'7'
'388'	'45'	'7'
'388'	'86'	'7'
'388'	'89'	'7'
'388'	'38'	'7'
'388'	'56'	'7'
'388'	'28'	'7'
'389'	'3'	'4'
'389'	'2'	'4'
'389'	'16'	'4'
'389'	'35'	'4'
'391'	'82'	'4'
'391'	'61'	'4'
'391'	'83'	'4'
'391'	'97'	'4'
'392'	'23'	'2'
'392'	'77'	'2'
'393'	'75'	'7'
'393'	'97'	'7'
'393'	'1'	'7'
'393'	'94'	'7'
'393'	'23'	'7'
'393'	'47'	'7'
'393'	'87'	'7'
'394'	'63'	'3'
'394'	'5'	'3'
'394'	'32'	'3'
'395'	'28'	'10'
'395'	'6'	'10'
'395'	'25'	'10'
'395'	'47'	'10'
'395'	'58'	'10'
'395'	'86'	'10'
'395'	'49'	'10'
'395'	'46'	'10'
'395'	'13'	'10'
'395'	'61'	'10'
'396'	'65'	'2'
'396'	'11'	'2'
'397'	'75'	'8'
'397'	'98'	'8'
'397'	'23'	'8'
'397'	'69'	'8'
'397'	'29'	'8'
'397'	'84'	'8'
'397'	'47'	'8'
'397'	'86'	'8'
'401'	'38'	'5'
'401'	'18'	'5'
'401'	'11'	'5'
'401'	'39'	'5'
'401'	'96'	'5'
'402'	'50'	'2'
'402'	'61'	'2'
'403'	'28'	'10'
'403'	'40'	'10'
'403'	'93'	'10'
'403'	'91'	'10'
'403'	'7'	'10'
'403'	'37'	'10'
'403'	'61'	'10'
'403'	'6'	'10'
'403'	'94'	'10'
'403'	'78'	'10'
'404'	'11'	'6'
'404'	'96'	'6'
'404'	'18'	'6'
'404'	'56'	'6'
'404'	'93'	'6'
'404'	'91'	'6'
'405'	'49'	'10'
'405'	'2'	'10'
'405'	'64'	'10'
'405'	'28'	'10'
'405'	'42'	'10'
'405'	'75'	'10'
'405'	'37'	'10'
'405'	'26'	'10'
'405'	'38'	'10'
'405'	'23'	'10'
'406'	'48'	'7'
'406'	'86'	'7'
'406'	'96'	'7'
'406'	'3'	'7'
'406'	'36'	'7'
'406'	'85'	'7'
'406'	'92'	'7'
'407'	'26'	'9'
'407'	'68'	'9'
'407'	'72'	'9'
'407'	'18'	'9'
'407'	'64'	'9'
'407'	'83'	'9'
'407'	'94'	'9'
'407'	'62'	'9'
'407'	'89'	'9'
'408'	'63'	'6'
'408'	'68'	'6'
'408'	'51'	'6'
'408'	'13'	'6'
'408'	'49'	'6'
'408'	'87'	'6'
'411'	'18'	'4'
'411'	'65'	'4'
'411'	'3'	'4'
'411'	'58'	'4'
'412'	'31'	'8'
'412'	'89'	'8'
'412'	'71'	'8'
'412'	'42'	'8'
'412'	'59'	'8'
'412'	'5'	'8'
'412'	'85'	'8'
'412'	'82'	'8'
'413'	'62'	'3'
'413'	'46'	'3'
'413'	'44'	'3'
'414'	'19'	'6'
'414'	'31'	'6'
'414'	'39'	'6'
'414'	'51'	'6'
'414'	'68'	'6'
'414'	'80'	'6'
'415'	'79'	'9'
'415'	'7'	'9'
'415'	'12'	'9'
'415'	'59'	'9'
'415'	'68'	'9'
'415'	'31'	'9'
'415'	'60'	'9'
'415'	'14'	'9'
'415'	'73'	'9'
'416'	'92'	'8'
'416'	'46'	'8'
'416'	'57'	'8'
'416'	'3'	'8'
'416'	'67'	'8'
'416'	'74'	'8'
'416'	'38'	'8'
'416'	'53'	'8'
'417'	'78'	'3'
'417'	'77'	'3'
'417'	'72'	'3'
'421'	'50'	'2'
'421'	'40'	'2'
'422'	'73'	'4'
'422'	'1'	'4'
'422'	'90'	'4'
'422'	'52'	'4'
'423'	'46'	'8'
'423'	'95'	'8'
'423'	'82'	'8'
'423'	'99'	'8'
'423'	'3'	'8'
'423'	'66'	'8'
'423'	'51'	'8'
'423'	'36'	'8'
'424'	'97'	'10'
'424'	'55'	'10'
'424'	'47'	'10'
'424'	'23'	'10'
'424'	'14'	'10'
'424'	'1'	'10'
'424'	'71'	'10'
'424'	'53'	'10'
'424'	'70'	'10'
'424'	'81'	'10'
'425'	'80'	'2'
'425'	'98'	'2'
'431'	'50'	'10'
'431'	'43'	'10'
'431'	'90'	'10'
'431'	'9'	'10'
'431'	'55'	'10'
'431'	'85'	'10'
'431'	'76'	'10'
'431'	'84'	'10'
'431'	'2'	'10'
'431'	'25'	'10'
'432'	'31'	'7'
'432'	'41'	'7'
'432'	'26'	'7'
'432'	'42'	'7'
'432'	'17'	'7'
'432'	'68'	'7'
'432'	'25'	'7'
'433'	'57'	'4'
'433'	'32'	'4'
'433'	'12'	'4'
